date,pm25,pm10,no2,so2,co,o3,aqi,temp,humidity,wind,day_of_week,month
2015-01-01,313.22,607.98,36.39,9.25,15.2,41.68,472.0,30,60,5,3,1
2015-01-02,186.18,269.55,32.87,6.65,9.54,29.97,454.0,30,60,5,4,1
2015-01-03,87.18,131.9,30.31,2.65,10.61,19.71,143.0,30,60,5,5,1
2015-01-04,151.84,241.84,36.91,4.63,11.54,25.36,319.0,30,60,5,6,1
2015-01-05,146.6,219.13,34.92,3.33,9.2,23.2,325.0,30,60,5,0,1
2015-01-06,149.58,252.1,37.84,3.66,9.44,26.83,318.0,30,60,5,1,1
2015-01-07,217.87,376.51,40.15,5.82,9.78,28.96,353.0,30,60,5,2,1
2015-01-08,229.9,360.95,43.16,3.31,11.01,30.51,383.0,30,60,5,3,1
2015-01-09,201.66,397.43,38.56,3.48,11.09,32.94,375.0,30,60,5,4,1
2015-01-10,221.02,361.74,46.39,5.91,9.7,34.12,376.0,30,60,5,5,1
2015-01-11,205.41,393.2,47.29,5.54,10.98,50.37,379.0,30,60,5,6,1
2015-01-12,212.41,345.63,44.71,5.17,9.3,40.08,375.0,30,60,5,0,1
2015-01-13,197.61,301.04,45.88,5.95,11.52,39.54,366.0,30,60,5,1,1
2015-01-14,164.39,227.38,41.17,4.85,10.32,42.05,353.0,30,60,5,2,1
2015-01-15,166.19,283.93,56.7,6.94,10.81,43.25,340.0,30,60,5,3,1
2015-01-16,174.98,309.99,49.41,4.69,11.46,34.7,356.0,30,60,5,4,1
2015-01-17,196.46,356.2,53.04,5.13,8.87,25.77,360.0,30,60,5,5,1
2015-01-18,201.51,359.75,53.77,5.43,8.99,23.22,370.0,30,60,5,6,1
2015-01-19,183.35,305.13,39.88,4.21,9.02,25.34,362.0,30,60,5,0,1
2015-01-20,165.63,257.04,34.23,4.11,8.03,22.69,340.0,30,60,5,1,1
2015-01-21,159.54,235.27,22.56,7.05,9.01,18.56,338.0,30,60,5,2,1
2015-01-22,143.68,183.89,21.82,8.64,10.58,6.94,332.0,30,60,5,3,1
2015-01-23,128.73,136.07,17.35,6.77,8.74,10.91,254.0,30,60,5,4,1
2015-01-24,164.98,200.02,15.77,8.89,9.39,9.35,324.0,30,60,5,5,1
2015-01-25,148.59,203.81,20.83,5.96,11.44,16.65,333.0,30,60,5,6,1
2015-01-26,129.34,137.86,25.66,6.78,10.19,18.18,292.0,30,60,5,0,1
2015-01-27,154.2,217.2,30.39,6.42,10.36,17.11,318.0,30,60,5,1,1
2015-01-28,134.6,156.9,28.6,5.21,10.21,15.23,295.0,30,60,5,2,1
2015-01-29,173.13,277.0,38.34,5.53,11.74,16.29,327.0,30,60,5,3,1
2015-01-30,178.04,272.61,38.43,6.43,11.58,14.91,345.0,30,60,5,4,1
2015-01-31,158.59,207.06,41.36,5.03,8.7,17.51,334.0,30,60,5,5,1
2015-02-01,211.59,371.05,58.17,9.9,13.08,23.28,358.0,30,60,5,6,2
2015-02-02,163.64,219.84,37.25,5.31,10.59,28.38,349.0,30,60,5,0,2
2015-02-03,157.71,194.09,31.05,5.64,8.21,28.56,334.0,30,60,5,1,2
2015-02-04,137.26,147.08,29.69,5.06,9.11,15.07,313.0,30,60,5,2,2
2015-02-05,131.76,127.42,36.51,4.85,8.18,21.7,262.0,30,60,5,3,2
2015-02-06,151.6,330.99,67.0,9.13,5.51,33.92,303.0,30,60,5,4,2
2015-02-07,160.75,210.52,57.69,6.91,10.28,43.44,329.0,30,60,5,5,2
2015-02-08,145.34,215.69,50.39,8.66,5.39,30.43,323.0,30,60,5,6,2
2015-02-09,134.67,109.86,39.18,9.7,5.11,20.62,266.0,30,60,5,0,2
2015-02-10,153.07,218.23,42.2,5.81,10.88,19.02,319.0,30,60,5,1,2
2015-02-11,116.91,316.14,53.63,7.54,12.64,27.17,334.0,30,60,5,2,2
2015-02-12,177.98,394.97,42.73,9.2,13.75,25.58,342.0,30,60,5,3,2
2015-02-13,167.01,328.43,44.61,7.77,11.26,27.62,341.0,30,60,5,4,2
2015-02-14,193.96,412.46,53.81,9.36,11.73,34.22,377.0,30,60,5,5,2
2015-02-15,184.06,497.37,58.15,9.13,13.78,40.91,391.0,30,60,5,6,2
2015-02-16,152.62,310.74,44.22,6.79,11.55,34.36,358.0,30,60,5,0,2
2015-02-17,161.27,195.78,25.4,5.6,10.3,41.62,327.0,30,60,5,1,2
2015-02-18,188.2,253.53,60.29,8.65,16.23,36.54,365.0,30,60,5,2,2
2015-02-19,159.97,193.78,40.51,5.08,13.11,31.88,352.0,30,60,5,3,2
2015-02-20,144.12,162.2,34.71,5.93,11.45,31.61,317.0,30,60,5,4,2
2015-02-21,155.38,191.03,45.11,12.24,14.21,30.11,320.0,30,60,5,5,2
2015-02-22,124.1,107.61,31.83,5.68,9.73,27.19,279.0,30,60,5,6,2
2015-02-23,141.39,157.01,38.23,9.43,9.29,36.86,281.0,30,60,5,0,2
2015-02-24,170.16,238.33,48.4,9.28,14.17,37.39,354.0,30,60,5,1,2
2015-02-25,148.19,169.57,29.28,5.94,14.13,31.57,340.0,30,60,5,2,2
2015-02-26,140.78,171.64,20.95,6.98,13.61,28.72,323.0,30,60,5,3,2
2015-02-27,130.42,163.67,24.75,12.12,12.78,34.08,315.0,30,60,5,4,2
2015-02-28,105.86,169.28,20.65,12.48,11.8,41.38,310.0,30,60,5,5,2
2015-03-01,71.83,98.89,21.42,10.99,11.62,22.51,324.0,30,60,5,6,3
2015-03-02,53.71,60.15,13.43,3.21,10.19,22.08,226.0,30,60,5,0,3
2015-03-03,83.49,112.1,23.75,5.07,11.72,20.83,266.0,30,60,5,1,3
2015-03-04,91.07,139.15,24.28,4.68,10.64,25.83,200.0,30,60,5,2,3
2015-03-05,106.57,196.19,31.12,5.97,9.36,32.88,275.0,30,60,5,3,3
2015-03-06,101.75,163.14,26.59,5.96,10.55,33.67,322.0,30,60,5,4,3
2015-03-07,77.57,90.54,19.15,5.18,9.48,23.09,216.0,30,60,5,5,3
2015-03-08,63.24,80.2,20.35,3.98,8.19,20.71,108.0,30,60,5,6,3
2015-03-09,76.62,117.38,18.21,4.2,9.02,22.85,197.0,30,60,5,0,3
2015-03-10,86.7,150.92,18.82,3.84,7.98,25.87,238.0,30,60,5,1,3
2015-03-11,104.29,176.2,25.63,6.3,10.76,29.62,274.0,30,60,5,2,3
2015-03-12,115.93,203.75,32.29,7.03,11.3,35.05,315.0,30,60,5,3,3
2015-03-13,108.66,173.89,30.75,10.65,10.23,34.05,307.0,30,60,5,4,3
2015-03-14,67.94,105.29,29.78,10.14,9.18,23.39,208.0,30,60,5,5,3
2015-03-15,38.89,46.68,17.76,4.25,8.23,22.0,165.0,30,60,5,6,3
2015-03-16,45.39,74.14,17.14,8.8,7.87,25.55,188.0,30,60,5,0,3
2015-03-17,55.55,104.33,20.96,7.19,10.45,23.11,217.0,30,60,5,1,3
2015-03-18,50.59,95.56,16.6,3.6,7.83,27.5,191.0,30,60,5,2,3
2015-03-19,69.51,136.67,23.77,4.97,7.89,27.07,240.0,30,60,5,3,3
2015-03-20,96.62,168.0,29.04,6.66,9.59,29.01,229.0,30,60,5,4,3
2015-03-21,96.28,172.91,29.21,7.31,8.82,25.97,248.0,30,60,5,5,3
2015-03-22,72.2,122.12,20.27,4.4,8.5,25.48,204.0,30,60,5,6,3
2015-03-23,78.47,131.42,23.04,4.07,8.6,27.1,271.0,30,60,5,0,3
2015-03-24,91.87,179.36,30.01,7.35,10.1,34.78,290.0,30,60,5,1,3
2015-03-25,107.26,201.08,33.82,11.82,11.69,45.78,340.0,30,60,5,2,3
2015-03-26,109.78,217.9,33.02,9.3,12.67,40.0,358.0,30,60,5,3,3
2015-03-27,62.27,117.81,24.76,10.91,9.29,31.08,287.0,30,60,5,4,3
2015-03-28,102.22,212.96,29.41,17.16,10.47,40.23,323.0,30,60,5,5,3
2015-03-29,104.36,202.01,33.86,16.92,14.42,32.84,360.0,30,60,5,6,3
2015-03-30,44.19,57.0,17.6,7.75,9.58,26.81,268.0,30,60,5,0,3
2015-03-31,55.66,78.64,20.13,9.34,9.56,34.15,283.0,30,60,5,1,3
2015-04-01,112.86,167.6,32.71,19.48,10.15,38.45,309.0,30,60,5,2,4
2015-04-02,78.51,112.78,20.54,14.37,6.72,35.54,249.0,30,60,5,3,4
2015-04-03,66.52,76.05,18.47,10.62,8.24,24.85,245.0,30,60,5,4,4
2015-04-04,62.56,86.11,24.96,12.94,5.52,27.98,229.0,30,60,5,5,4
2015-04-05,78.61,145.1,27.75,16.72,7.97,40.79,234.0,30,60,5,6,4
2015-04-06,119.7,195.47,32.83,16.63,11.01,30.32,343.0,30,60,5,0,4
2015-04-07,66.09,95.81,24.47,8.34,7.29,43.23,262.0,30,60,5,1,4
2015-04-08,95.34,120.2,34.72,17.99,9.28,61.68,308.0,30,60,5,2,4
2015-04-09,63.57,148.17,35.15,10.48,6.57,35.18,293.0,30,60,5,3,4
2015-04-10,96.56,203.67,52.77,15.8,4.63,59.88,290.0,30,60,5,4,4
2015-04-11,131.39,234.65,59.52,21.5,5.84,73.72,375.0,30,60,5,5,4
2015-04-12,75.35,91.73,45.3,13.08,7.73,49.21,293.0,30,60,5,6,4
2015-04-13,86.49,116.62,50.3,14.99,3.67,62.52,247.0,30,60,5,0,4
2015-04-14,77.07,132.68,42.65,14.04,6.85,55.44,232.0,30,60,5,1,4
2015-04-15,98.79,161.43,47.41,13.75,11.65,31.14,316.0,30,60,5,2,4
2015-04-16,81.81,164.56,44.06,21.44,5.94,59.29,295.0,30,60,5,3,4
2015-04-17,65.78,180.67,40.09,14.34,7.38,54.47,246.0,30,60,5,4,4
2015-04-18,119.82,268.65,51.11,17.21,8.21,65.72,378.0,30,60,5,5,4
2015-04-19,125.53,308.82,64.73,18.02,8.84,65.08,406.0,30,60,5,6,4
2015-04-20,121.51,336.63,60.41,20.98,6.75,87.04,392.0,30,60,5,0,4
2015-04-21,114.5,327.81,50.7,19.38,6.84,74.49,391.0,30,60,5,1,4
2015-04-22,101.83,279.41,55.27,19.29,7.36,69.41,368.0,30,60,5,2,4
2015-04-23,118.57,273.68,76.46,21.81,6.58,76.14,365.0,30,60,5,3,4
2015-04-24,143.22,313.53,88.61,26.89,6.42,89.42,383.0,30,60,5,4,4
2015-04-25,106.76,318.88,58.87,17.56,6.75,93.54,367.0,30,60,5,5,4
2015-04-26,65.36,160.3,31.23,12.67,8.44,77.43,334.0,30,60,5,6,4
2015-04-27,67.08,174.5,35.54,11.92,4.76,70.74,258.0,30,60,5,0,4
2015-04-28,81.37,141.25,34.88,13.97,4.67,70.42,234.0,30,60,5,1,4
2015-04-29,63.76,131.56,42.98,13.98,7.16,61.86,257.0,30,60,5,2,4
2015-04-30,60.56,171.42,43.9,12.85,7.33,60.18,259.0,30,60,5,3,4
2015-05-01,76.1,192.81,42.99,13.1,7.63,53.16,279.0,30,60,5,4,5
2015-05-02,72.66,206.1,62.09,16.16,9.46,43.06,312.0,30,60,5,5,5
2015-05-03,121.94,334.02,83.3,19.43,11.95,41.71,372.0,30,60,5,6,5
2015-05-04,108.98,326.71,85.5,17.53,8.08,37.7,387.0,30,60,5,0,5
2015-05-05,145.99,366.85,107.85,26.0,6.65,50.27,408.0,30,60,5,1,5
2015-05-06,171.33,346.98,87.88,25.26,7.1,92.66,398.0,30,60,5,2,5
2015-05-07,117.76,343.12,63.18,24.63,9.64,75.6,403.0,30,60,5,3,5
2015-05-08,90.66,305.38,56.54,20.79,6.65,74.84,361.0,30,60,5,4,5
2015-05-09,106.4,285.38,63.57,18.15,9.35,76.38,378.0,30,60,5,5,5
2015-05-10,101.21,283.47,57.51,16.92,10.6,67.97,381.0,30,60,5,6,5
2015-05-11,97.57,336.82,42.7,15.11,8.79,87.93,388.0,30,60,5,0,5
2015-05-12,96.34,293.26,43.04,10.84,6.27,83.43,346.0,30,60,5,1,5
2015-05-13,83.42,174.52,48.61,9.08,8.14,55.62,328.0,30,60,5,2,5
2015-05-14,78.06,196.08,42.22,10.42,7.24,57.1,291.0,30,60,5,3,5
2015-05-15,97.87,240.34,63.55,15.02,10.81,77.87,396.0,30,60,5,4,5
2015-05-16,77.52,186.28,75.5,15.03,6.17,73.24,297.0,30,60,5,5,5
2015-05-17,97.16,188.39,57.63,20.15,8.4,70.29,345.0,30,60,5,6,5
2015-05-18,66.85,172.35,47.64,15.04,7.46,79.02,296.0,30,60,5,0,5
2015-05-19,89.85,240.31,75.47,14.58,8.04,79.55,319.0,30,60,5,1,5
2015-05-20,67.41,176.25,52.69,20.3,6.11,57.17,282.0,30,60,5,2,5
2015-05-21,75.54,335.13,53.03,14.85,8.25,42.61,352.0,30,60,5,3,5
2015-05-22,67.91,235.99,56.84,14.77,8.32,64.34,338.0,30,60,5,4,5
2015-05-23,69.02,313.73,52.79,10.73,7.06,66.63,321.0,30,60,5,5,5
2015-05-24,79.1,251.52,56.29,18.96,8.56,60.08,295.0,30,60,5,6,5
2015-05-25,117.27,340.66,60.65,11.78,7.66,95.72,344.0,30,60,5,0,5
2015-05-26,96.09,311.08,51.77,9.9,5.25,79.4,337.0,30,60,5,1,5
2015-05-27,84.71,231.35,70.43,17.48,8.54,80.71,355.0,30,60,5,2,5
2015-05-28,182.76,436.17,72.67,14.33,6.89,83.33,371.0,30,60,5,3,5
2015-05-29,106.61,275.6,64.94,12.9,8.48,76.1,414.0,30,60,5,4,5
2015-05-30,92.68,239.12,65.26,17.68,7.59,69.95,366.0,30,60,5,5,5
2015-05-31,73.62,236.8,41.86,13.08,7.12,87.47,346.0,30,60,5,6,5
2015-06-01,49.42,175.39,48.55,9.96,5.03,72.89,289.0,30,60,5,0,6
2015-06-02,52.51,117.86,54.29,6.73,6.67,56.2,297.0,30,60,5,1,6
2015-06-03,65.28,137.7,65.25,6.31,4.98,41.92,268.0,30,60,5,2,6
2015-06-04,85.45,170.55,62.38,5.53,3.83,63.0,259.0,30,60,5,3,6
2015-06-05,83.02,241.67,62.63,4.12,11.36,52.03,327.0,30,60,5,4,6
2015-06-06,44.54,119.29,46.37,7.37,11.94,37.09,384.0,30,60,5,5,6
2015-06-07,85.03,186.2,77.07,9.53,3.51,88.63,299.0,30,60,5,6,6
2015-06-08,137.7,269.3,109.34,10.44,1.56,86.2,282.0,30,60,5,0,6
2015-06-09,136.05,393.7,76.88,8.84,1.38,58.0,442.0,30,60,5,1,6
2015-06-10,63.77,166.31,31.27,5.91,2.58,56.84,309.0,30,60,5,2,6
2015-06-11,115.57,259.73,32.99,6.02,1.24,138.5,270.0,30,60,5,3,6
2015-06-12,83.29,180.06,36.36,5.52,1.19,68.6,239.0,30,60,5,4,6
2015-06-13,73.7,158.24,52.9,5.34,1.36,53.02,214.0,30,60,5,5,6
2015-06-14,74.56,121.44,68.76,5.33,1.35,60.88,166.0,30,60,5,6,6
2015-06-15,106.11,206.42,72.79,6.3,1.62,86.86,234.0,30,60,5,0,6
2015-06-16,132.21,282.05,81.57,6.16,1.73,82.42,331.0,30,60,5,1,6
2015-06-17,123.56,271.79,70.96,6.95,1.57,74.01,327.0,30,60,5,2,6
2015-06-18,132.21,268.84,94.25,9.31,1.82,87.24,313.0,30,60,5,3,6
2015-06-19,110.65,216.46,65.21,7.8,1.38,76.58,284.0,30,60,5,4,6
2015-06-20,80.31,160.22,52.7,10.22,1.29,69.37,239.0,30,60,5,5,6
2015-06-21,59.73,82.7,50.78,6.11,1.59,52.78,149.0,30,60,5,6,6
2015-06-22,85.4,139.2,58.88,6.18,1.34,59.49,172.0,30,60,5,0,6
2015-06-23,101.99,152.18,61.18,7.9,1.41,77.04,226.0,30,60,5,1,6
2015-06-24,126.07,214.45,60.31,8.09,1.37,83.13,261.0,30,60,5,2,6
2015-06-25,37.59,62.38,44.72,7.67,1.25,46.7,188.0,30,60,5,3,6
2015-06-26,76.0,182.48,46.88,6.84,1.04,60.99,192.0,30,60,5,4,6
2015-06-27,69.46,195.2,38.55,7.28,1.01,53.19,207.0,30,60,5,5,6
2015-06-28,79.84,214.78,47.19,7.53,1.13,58.34,219.0,30,60,5,6,6
2015-06-29,48.5,96.78,38.37,7.74,1.07,52.21,193.0,30,60,5,0,6
2015-06-30,53.79,109.92,46.06,9.15,1.05,58.33,170.0,30,60,5,1,6
2015-07-01,57.99,135.43,49.64,8.88,1.06,61.42,185.0,30,60,5,2,7
2015-07-02,67.12,175.9,52.45,6.86,1.12,61.7,220.0,30,60,5,3,7
2015-07-03,65.25,219.31,37.09,8.91,0.99,59.66,225.0,30,60,5,4,7
2015-07-04,88.75,212.16,35.54,7.24,0.98,56.61,250.0,30,60,5,5,7
2015-07-05,135.92,435.2,36.89,6.42,1.17,58.36,282.0,30,60,5,6,7
2015-07-06,60.27,143.86,44.07,7.91,1.1,58.07,298.0,30,60,5,0,7
2015-07-07,52.2,78.64,51.7,7.82,1.34,53.72,175.0,30,60,5,1,7
2015-07-08,67.92,127.38,52.69,7.94,1.17,53.94,217.0,30,60,5,2,7
2015-07-09,65.95,128.93,53.39,7.86,1.4,42.58,234.0,30,60,5,3,7
2015-07-10,47.68,95.1,46.71,8.97,1.26,35.79,188.0,30,60,5,4,7
2015-07-11,29.08,41.31,51.39,8.61,7.23,54.03,253.0,30,60,5,5,7
2015-07-12,32.29,34.16,32.77,7.15,1.27,40.41,198.0,30,60,5,6,7
2015-07-13,36.68,54.36,37.71,8.11,1.3,37.7,148.0,30,60,5,0,7
2015-07-14,44.48,112.83,43.46,8.04,1.3,46.71,141.0,30,60,5,1,7
2015-07-15,63.79,243.97,38.05,9.62,1.07,52.2,218.0,30,60,5,2,7
2015-07-16,77.2,244.69,36.72,10.29,1.02,72.44,268.0,30,60,5,3,7
2015-07-17,77.99,148.95,42.07,12.46,1.88,61.43,232.0,30,60,5,4,7
2015-07-18,71.11,148.87,48.79,10.77,1.84,56.32,204.0,30,60,5,5,7
2015-07-19,67.39,144.11,52.87,10.4,1.28,59.05,220.0,30,60,5,6,7
2015-07-20,49.58,83.22,62.37,10.17,1.24,61.55,223.0,30,60,5,0,7
2015-07-21,40.97,78.76,46.3,12.19,1.14,46.98,218.0,30,60,5,1,7
2015-07-22,38.97,85.89,41.41,20.43,2.73,44.49,165.0,30,60,5,2,7
2015-07-23,34.02,81.25,39.98,16.71,2.42,49.72,155.0,30,60,5,3,7
2015-07-24,46.13,94.49,43.99,16.01,0.98,47.11,154.0,30,60,5,4,7
2015-07-25,46.01,97.0,42.86,15.58,1.0,45.9,184.0,30,60,5,5,7
2015-07-26,29.81,86.01,30.66,15.09,0.81,40.73,150.0,30,60,5,6,7
2015-07-27,22.82,53.28,33.21,12.69,0.83,36.65,125.0,30,60,5,0,7
2015-07-28,24.69,51.98,40.25,7.61,0.74,38.49,160.0,30,60,5,1,7
2015-07-29,29.04,56.7,35.69,9.68,0.66,35.89,142.0,30,60,5,2,7
2015-07-30,25.76,47.91,32.96,9.49,1.2,26.26,181.0,30,60,5,3,7
2015-07-31,37.85,122.18,35.9,9.7,1.6,36.57,196.0,30,60,5,4,7
2015-08-01,41.32,126.33,35.14,10.8,1.08,41.27,181.0,30,60,5,5,8
2015-08-02,47.81,123.24,37.96,10.27,0.82,46.38,213.0,30,60,5,6,8
2015-08-03,56.02,154.28,40.17,8.75,0.78,45.97,175.0,30,60,5,0,8
2015-08-04,54.46,136.88,46.74,9.72,1.21,56.88,184.0,30,60,5,1,8
2015-08-05,59.13,117.08,52.78,10.41,1.67,54.66,228.0,30,60,5,2,8
2015-08-06,65.47,126.56,52.51,10.73,1.17,60.57,214.0,30,60,5,3,8
2015-08-07,64.58,154.92,48.24,10.22,1.75,68.17,254.0,30,60,5,4,8
2015-08-08,70.05,149.92,50.51,7.68,2.26,62.76,258.0,30,60,5,5,8
2015-08-09,55.51,105.17,39.47,5.83,1.24,45.4,244.0,30,60,5,6,8
2015-08-10,82.27,140.54,45.46,6.9,1.43,61.52,209.0,30,60,5,0,8
2015-08-11,77.04,137.74,49.43,6.23,2.11,62.67,283.0,30,60,5,1,8
2015-08-12,52.45,87.66,45.71,6.69,1.3,55.37,223.0,30,60,5,2,8
2015-08-13,61.66,116.55,52.76,9.82,1.16,80.63,205.0,30,60,5,3,8
2015-08-14,65.67,159.75,50.96,10.82,1.52,69.27,252.0,30,60,5,4,8
2015-08-15,51.4,91.81,44.4,10.53,0.94,44.93,198.0,30,60,5,5,8
2015-08-16,55.71,93.33,48.39,10.46,1.06,44.79,197.0,30,60,5,6,8
2015-08-17,61.84,134.2,44.41,11.22,1.09,45.05,184.0,30,60,5,0,8
2015-08-18,60.65,126.2,56.15,12.39,1.02,48.86,197.0,30,60,5,1,8
2015-08-19,34.42,124.17,36.47,9.63,0.87,38.86,140.0,30,60,5,2,8
2015-08-20,40.83,210.86,32.0,11.59,0.78,42.13,232.0,30,60,5,3,8
2015-08-21,50.97,214.05,35.87,12.09,1.12,57.47,271.0,30,60,5,4,8
2015-08-22,46.74,149.06,40.28,9.56,0.9,52.48,207.0,30,60,5,5,8
2015-08-23,44.67,138.12,33.76,9.53,0.78,33.94,127.0,30,60,5,6,8
2015-08-24,37.39,108.4,44.61,10.67,0.97,38.73,123.0,30,60,5,0,8
2015-08-25,52.06,222.39,39.88,9.12,0.93,44.9,175.0,30,60,5,1,8
2015-08-26,57.52,236.94,37.85,9.36,1.08,40.43,245.0,30,60,5,2,8
2015-08-27,61.47,237.68,40.41,10.59,1.35,56.61,248.0,30,60,5,3,8
2015-08-28,77.76,206.22,50.74,11.92,1.64,64.07,247.0,30,60,5,4,8
2015-08-29,68.53,260.48,49.3,11.11,1.09,65.56,292.0,30,60,5,5,8
2015-08-30,57.85,230.76,39.84,10.39,1.11,62.61,266.0,30,60,5,6,8
2015-08-31,51.67,220.14,32.53,12.77,0.96,60.73,288.0,30,60,5,0,8
2015-09-01,73.78,230.34,27.42,10.45,1.28,61.33,210.0,30,60,5,1,9
2015-09-02,97.63,318.24,29.16,10.79,1.14,72.47,298.0,30,60,5,2,9
2015-09-03,99.5,278.36,35.31,9.82,1.17,72.94,315.0,30,60,5,3,9
2015-09-04,97.31,284.54,41.7,14.94,1.36,71.5,368.0,30,60,5,4,9
2015-09-05,76.43,201.89,29.5,16.93,1.38,56.59,266.0,30,60,5,5,9
2015-09-06,61.69,168.63,27.81,16.71,1.19,49.32,174.0,30,60,5,6,9
2015-09-07,55.19,179.42,35.49,12.97,1.04,52.24,199.0,30,60,5,0,9
2015-09-08,63.79,219.51,38.36,10.92,1.07,61.95,217.0,30,60,5,1,9
2015-09-09,58.48,195.05,36.2,11.57,1.02,68.21,238.0,30,60,5,2,9
2015-09-10,60.29,184.78,42.1,11.53,1.06,68.49,230.0,30,60,5,3,9
2015-09-11,67.35,181.99,46.81,10.98,1.13,68.81,218.0,30,60,5,4,9
2015-09-12,87.55,178.57,54.45,10.51,1.22,69.36,226.0,30,60,5,5,9
2015-09-13,84.57,171.76,45.36,9.91,1.21,64.05,202.0,30,60,5,6,9
2015-09-14,111.58,236.34,60.71,10.43,1.51,79.29,274.0,30,60,5,0,9
2015-09-15,108.78,217.16,56.31,10.4,1.37,75.63,289.0,30,60,5,1,9
2015-09-16,91.18,190.99,46.44,9.27,1.15,69.61,235.0,30,60,5,2,9
2015-09-17,104.85,250.21,60.96,11.68,1.4,85.86,285.0,30,60,5,3,9
2015-09-18,56.19,129.11,43.3,10.85,1.22,48.8,209.0,30,60,5,4,9
2015-09-19,67.62,125.24,49.83,9.75,1.14,51.78,132.0,30,60,5,5,9
2015-09-20,64.38,141.89,62.73,9.27,1.1,58.49,179.0,30,60,5,6,9
2015-09-21,45.65,109.7,62.69,13.55,1.16,48.02,136.0,30,60,5,0,9
2015-09-22,35.75,70.38,38.78,11.57,0.95,39.83,104.0,30,60,5,1,9
2015-09-23,34.89,101.42,31.17,12.34,0.98,37.26,95.0,30,60,5,2,9
2015-09-24,63.06,187.9,39.16,13.26,1.21,48.78,175.0,30,60,5,3,9
2015-09-25,82.39,222.71,45.09,11.8,1.5,53.1,290.0,30,60,5,4,9
2015-09-26,88.08,254.8,45.96,11.17,1.63,54.87,282.0,30,60,5,5,9
2015-09-27,89.75,252.06,44.13,9.76,1.49,68.69,298.0,30,60,5,6,9
2015-09-28,69.57,190.18,43.41,10.38,1.25,53.82,240.0,30,60,5,0,9
2015-09-29,68.34,172.35,48.19,10.68,1.16,54.68,188.0,30,60,5,1,9
2015-09-30,61.08,155.26,42.91,9.59,1.1,52.91,187.0,30,60,5,2,9
2015-10-01,85.7,205.18,54.68,11.42,1.49,60.57,230.0,30,60,5,3,10
2015-10-02,97.62,220.56,52.53,9.77,1.58,64.01,286.0,30,60,5,4,10
2015-10-03,103.58,293.23,54.93,11.41,1.72,47.52,266.0,30,60,5,5,10
2015-10-04,145.97,335.82,62.84,15.08,2.26,44.92,369.0,30,60,5,6,10
2015-10-05,180.52,347.95,75.42,17.32,3.15,45.8,375.0,30,60,5,0,10
2015-10-06,151.57,355.56,65.07,11.35,2.19,42.22,411.0,30,60,5,1,10
2015-10-07,144.04,305.35,57.05,11.15,1.73,49.32,383.0,30,60,5,2,10
2015-10-08,148.44,291.66,58.32,12.13,1.96,66.62,388.0,30,60,5,3,10
2015-10-09,130.22,284.27,65.15,15.27,2.5,63.16,351.0,30,60,5,4,10
2015-10-10,147.71,287.93,61.29,13.94,2.48,58.24,320.0,30,60,5,5,10
2015-10-11,111.34,246.3,51.83,12.01,2.02,62.02,296.0,30,60,5,6,10
2015-10-12,100.7,232.58,52.92,14.75,1.98,65.55,312.0,30,60,5,0,10
2015-10-13,97.67,189.31,48.92,11.84,1.89,73.28,260.0,30,60,5,1,10
2015-10-14,75.81,155.25,43.47,10.89,1.61,67.89,204.0,30,60,5,2,10
2015-10-15,95.24,199.77,60.8,10.84,2.13,77.91,218.0,30,60,5,3,10
2015-10-16,148.29,301.61,68.24,11.98,2.07,84.74,356.0,30,60,5,4,10
2015-10-17,90.66,137.89,20.29,7.56,1.62,44.21,388.0,30,60,5,5,10
2015-10-18,156.71,263.15,41.09,10.14,1.63,71.1,298.0,30,60,5,6,10
2015-10-19,170.28,312.88,61.67,16.24,2.08,92.96,392.0,30,60,5,0,10
2015-10-20,198.1,336.47,74.62,16.73,2.17,101.74,428.0,30,60,5,1,10
2015-10-21,158.04,265.39,46.9,15.64,2.98,79.5,384.0,30,60,5,2,10
2015-10-22,116.98,213.49,32.96,13.27,2.6,48.74,292.0,30,60,5,3,10
2015-10-23,143.73,289.01,67.38,21.35,2.05,69.55,343.0,30,60,5,4,10
2015-10-24,169.22,341.7,71.38,18.2,3.07,47.92,383.0,30,60,5,5,10
2015-10-25,147.65,281.8,56.46,13.81,1.78,65.83,374.0,30,60,5,6,10
2015-10-26,101.61,214.37,47.8,20.57,1.58,85.73,263.0,30,60,5,0,10
2015-10-27,113.2,260.46,49.25,21.2,1.74,63.88,334.0,30,60,5,1,10
2015-10-28,112.89,254.24,43.78,18.61,2.07,71.98,333.0,30,60,5,2,10
2015-10-29,95.72,183.08,57.74,24.29,1.89,73.26,262.0,30,60,5,3,10
2015-10-30,108.4,156.58,42.63,18.92,2.29,60.56,236.0,30,60,5,4,10
2015-10-31,245.97,274.06,35.11,17.66,1.74,42.32,340.0,30,60,5,5,10
2015-11-01,277.53,379.38,60.17,28.58,2.41,84.99,415.0,30,60,5,6,11
2015-11-02,232.4,361.0,68.4,31.66,2.05,136.67,420.0,30,60,5,0,11
2015-11-03,244.78,385.66,82.74,29.19,2.09,99.91,407.0,30,60,5,1,11
2015-11-04,293.49,401.49,87.47,31.58,2.54,114.43,454.0,30,60,5,2,11
2015-11-05,161.78,234.94,63.78,21.21,1.76,75.71,388.0,30,60,5,3,11
2015-11-06,153.33,260.04,58.13,20.9,2.56,69.95,276.0,30,60,5,4,11
