date,pm25,pm10,no2,so2,co,o3,aqi,temp,humidity,wind,day_of_week,month
2018-12-28,249.23,387.84,60.59,14.8,1.66,37.38,413.0,30,60,5,4,12
2018-12-29,248.12,399.14,64.97,16.49,1.96,39.29,420.0,30,60,5,5,12
2018-12-30,336.42,503.99,76.89,19.91,2.94,42.87,484.0,30,60,5,6,12
2018-12-31,319.69,494.51,70.54,17.38,2.7,41.44,509.0,30,60,5,0,12
2019-01-01,287.34,461.02,69.46,17.77,2.54,39.58,475.0,30,60,5,1,1
2019-01-02,331.2,515.72,75.06,18.27,2.78,43.3,501.0,30,60,5,2,1
2019-01-03,355.4,519.34,66.2,15.12,2.55,39.77,537.0,30,60,5,3,1
2019-01-04,246.46,388.79,57.53,13.22,2.01,28.75,432.0,30,60,5,4,1
2019-01-05,262.53,411.49,60.35,15.59,2.23,36.33,440.0,30,60,5,5,1
2019-01-06,174.26,254.66,51.94,13.65,1.49,31.48,371.0,30,60,5,6,1
2019-01-07,181.74,283.88,52.45,15.49,1.57,27.11,331.0,30,60,5,0,1
2019-01-08,156.26,242.02,48.95,14.67,1.31,27.37,340.0,30,60,5,1,1
2019-01-09,143.66,238.94,49.49,15.09,1.3,30.9,321.0,30,60,5,2,1
2019-01-10,165.95,278.87,58.22,16.81,1.75,30.92,317.0,30,60,5,3,1
2019-01-11,278.95,432.2,76.71,20.03,2.9,35.61,401.0,30,60,5,4,1
2019-01-12,311.03,465.89,85.14,17.81,3.11,39.78,482.0,30,60,5,5,1
2019-01-13,272.45,403.32,66.11,17.83,2.36,37.53,464.0,30,60,5,6,1
2019-01-14,94.44,173.94,42.16,15.05,1.04,31.33,320.0,30,60,5,0,1
2019-01-15,134.57,229.1,52.45,17.09,1.37,29.85,248.0,30,60,5,1,1
2019-01-16,271.96,424.07,83.75,20.35,2.58,33.75,383.0,30,60,5,2,1
2019-01-17,358.91,519.49,84.74,19.63,3.13,39.76,515.0,30,60,5,3,1
2019-01-18,237.22,364.61,68.58,14.7,2.06,30.35,437.0,30,60,5,4,1
2019-01-19,262.68,402.21,77.9,18.07,2.35,34.75,411.0,30,60,5,5,1
2019-01-20,314.59,478.43,106.04,20.98,3.66,45.03,480.0,30,60,5,6,1
2019-01-21,175.49,289.4,63.04,16.82,1.83,32.77,413.0,30,60,5,0,1
2019-01-22,53.25,72.61,38.56,11.87,1.01,27.01,174.0,30,60,5,1,1
2019-01-23,135.68,211.71,48.14,14.17,1.62,26.51,186.0,30,60,5,2,1
2019-01-24,130.59,218.93,44.11,15.29,1.44,30.57,328.0,30,60,5,3,1
2019-01-25,81.2,136.43,40.03,14.62,1.01,30.01,188.0,30,60,5,4,1
2019-01-26,101.61,169.32,38.43,14.48,0.98,35.41,231.0,30,60,5,5,1
2019-01-27,136.47,217.45,45.27,15.89,1.1,33.34,275.0,30,60,5,6,1
2019-01-28,126.48,212.42,49.13,15.76,1.06,33.6,301.0,30,60,5,0,1
2019-01-29,142.0,235.85,51.47,18.56,1.24,33.83,297.0,30,60,5,1,1
2019-01-30,206.14,334.21,63.7,24.75,1.76,35.84,342.0,30,60,5,2,1
2019-01-31,204.25,335.07,65.7,20.48,1.9,37.52,397.0,30,60,5,3,1
2019-02-01,178.68,265.65,50.75,17.83,1.34,33.12,329.0,30,60,5,4,2
2019-02-02,177.32,266.3,35.89,11.55,1.24,30.88,338.0,30,60,5,5,2
2019-02-03,131.1,209.41,34.53,11.7,1.32,29.44,323.0,30,60,5,6,2
2019-02-04,144.62,248.49,52.85,14.06,1.81,33.42,301.0,30,60,5,0,2
2019-02-05,256.33,408.32,75.89,22.38,2.95,46.33,398.0,30,60,5,1,2
2019-02-06,177.25,270.92,50.55,15.59,1.64,34.4,380.0,30,60,5,2,2
2019-02-07,65.65,107.83,30.8,11.12,0.84,30.25,233.0,30,60,5,3,2
2019-02-08,72.29,156.6,39.24,12.66,0.94,30.59,136.0,30,60,5,4,2
2019-02-09,82.5,165.94,38.31,13.25,0.96,33.55,169.0,30,60,5,5,2
2019-02-10,143.31,255.47,49.26,16.41,1.36,33.03,277.0,30,60,5,6,2
2019-02-11,173.61,304.98,58.56,17.52,1.78,37.03,332.0,30,60,5,0,2
2019-02-12,208.64,357.36,66.37,19.93,2.09,43.29,357.0,30,60,5,1,2
2019-02-13,198.26,336.99,70.04,18.61,1.94,43.36,372.0,30,60,5,2,2
2019-02-14,153.73,237.08,53.15,14.53,1.42,32.61,350.0,30,60,5,3,2
2019-02-15,123.46,194.76,44.28,15.38,1.22,28.15,275.0,30,60,5,4,2
2019-02-16,112.34,181.64,33.33,12.92,1.13,26.45,288.0,30,60,5,5,2
2019-02-17,99.27,180.93,42.59,15.14,1.09,34.81,247.0,30,60,5,6,2
2019-02-18,109.11,215.05,56.12,16.78,1.18,33.69,278.0,30,60,5,0,2
2019-02-19,126.12,229.75,55.44,15.93,1.56,36.66,232.0,30,60,5,1,2
2019-02-20,102.3,185.4,51.88,17.16,1.4,23.68,305.0,30,60,5,2,2
2019-02-21,73.33,178.07,47.15,20.1,1.37,34.41,158.0,30,60,5,3,2
2019-02-22,73.9,147.86,33.95,13.94,1.07,28.45,191.0,30,60,5,4,2
2019-02-23,56.51,115.07,36.12,15.66,0.85,37.26,116.0,30,60,5,5,2
2019-02-24,89.34,161.89,46.26,18.99,1.03,38.02,169.0,30,60,5,6,2
2019-02-25,92.36,172.59,53.86,18.07,1.24,42.49,221.0,30,60,5,0,2
2019-02-26,59.97,120.3,50.31,16.88,0.95,32.19,144.0,30,60,5,1,2
2019-02-27,47.18,91.52,35.07,12.52,0.79,31.38,112.0,30,60,5,2,2
2019-02-28,96.38,180.46,45.02,16.98,1.25,35.95,198.0,30,60,5,3,2
2019-03-01,93.83,181.26,48.87,15.81,1.17,37.75,222.0,30,60,5,4,3
2019-03-02,109.6,182.54,62.05,17.96,1.36,25.07,227.0,30,60,5,5,3
2019-03-03,62.92,105.16,40.61,13.48,1.16,33.59,172.0,30,60,5,6,3
2019-03-04,105.93,180.84,40.1,14.75,1.54,38.13,217.0,30,60,5,0,3
2019-03-05,68.86,135.4,40.05,14.26,1.01,36.3,173.0,30,60,5,1,3
2019-03-06,83.45,168.32,45.3,15.16,1.25,33.71,189.0,30,60,5,2,3
2019-03-07,104.61,212.7,51.9,16.39,1.48,39.32,228.0,30,60,5,3,3
2019-03-08,92.07,199.28,51.75,17.44,1.27,37.86,220.0,30,60,5,4,3
2019-03-09,73.31,162.18,40.84,17.3,0.99,33.51,194.0,30,60,5,5,3
2019-03-10,73.98,163.8,44.17,16.36,0.96,44.11,157.0,30,60,5,6,3
2019-03-11,82.17,205.43,52.91,18.44,1.24,42.09,190.0,30,60,5,0,3
2019-03-12,57.28,129.4,37.45,13.82,0.93,37.15,149.0,30,60,5,1,3
2019-03-13,89.17,231.19,57.03,22.48,1.27,33.94,168.0,30,60,5,2,3
2019-03-14,111.2,217.74,48.81,17.54,1.36,28.81,281.0,30,60,5,3,3
2019-03-15,74.88,144.35,41.27,16.21,1.0,33.4,183.0,30,60,5,4,3
2019-03-16,68.64,140.6,40.6,15.72,0.92,43.66,143.0,30,60,5,5,3
2019-03-17,93.61,184.01,46.88,19.96,1.07,42.0,198.0,30,60,5,6,3
2019-03-18,100.32,202.01,50.33,20.36,1.19,43.21,221.0,30,60,5,0,3
2019-03-19,103.77,227.07,55.47,20.72,1.29,40.14,239.0,30,60,5,1,3
2019-03-20,89.82,237.61,54.67,21.42,1.35,40.41,234.0,30,60,5,2,3
2019-03-21,112.29,197.17,34.63,19.99,1.34,46.64,272.0,30,60,5,3,3
2019-03-22,38.43,119.87,32.19,16.06,0.74,46.73,141.0,30,60,5,4,3
2019-03-23,55.62,138.56,34.57,17.52,0.89,52.24,131.0,30,60,5,5,3
2019-03-24,53.28,133.47,34.25,19.06,0.82,42.57,126.0,30,60,5,6,3
2019-03-25,65.0,150.34,34.84,20.19,0.93,36.06,136.0,30,60,5,0,3
2019-03-26,75.82,169.16,40.8,19.26,1.04,41.35,162.0,30,60,5,1,3
2019-03-27,78.37,186.49,49.68,20.35,1.22,43.23,177.0,30,60,5,2,3
2019-03-28,116.55,260.26,60.18,24.86,1.76,48.44,245.0,30,60,5,3,3
2019-03-29,112.67,257.27,60.4,19.52,1.8,46.51,273.0,30,60,5,4,3
2019-03-30,102.27,238.99,53.75,22.39,1.51,51.49,252.0,30,60,5,5,3
2019-03-31,58.96,177.53,38.42,18.9,0.94,48.72,198.0,30,60,5,6,3
2019-04-01,59.08,170.14,38.55,20.09,0.88,54.95,153.0,30,60,5,0,4
2019-04-02,90.1,211.47,55.76,24.4,1.19,54.67,194.0,30,60,5,1,4
2019-04-03,85.02,206.04,54.91,21.6,1.32,51.06,208.0,30,60,5,2,4
2019-04-04,119.71,270.77,63.62,29.11,1.8,60.25,260.0,30,60,5,3,4
2019-04-05,125.44,281.53,64.7,28.67,1.96,57.0,284.0,30,60,5,4,4
2019-04-06,96.6,303.71,48.72,23.23,1.32,50.84,269.0,30,60,5,5,4
2019-04-07,152.91,355.22,44.64,21.35,1.49,53.16,315.0,30,60,5,6,4
2019-04-08,81.3,280.23,45.87,15.1,1.06,51.32,284.0,30,60,5,0,4
2019-04-09,87.74,225.5,53.88,22.03,1.44,57.86,240.0,30,60,5,1,4
2019-04-10,101.94,247.53,56.82,20.84,1.76,50.86,263.0,30,60,5,2,4
2019-04-11,70.25,204.19,47.54,21.51,1.21,48.59,196.0,30,60,5,3,4
2019-04-12,61.34,217.0,40.09,19.48,1.12,51.94,202.0,30,60,5,4,4
2019-04-13,55.93,175.93,37.89,20.82,1.06,45.3,175.0,30,60,5,5,4
2019-04-14,51.51,168.11,36.61,20.65,1.02,41.86,150.0,30,60,5,6,4
2019-04-15,54.84,187.59,41.92,22.2,1.28,42.3,163.0,30,60,5,0,4
2019-04-16,59.08,186.75,35.01,12.59,1.1,47.49,206.0,30,60,5,1,4
2019-04-17,22.14,62.49,26.84,11.1,0.9,45.44,102.0,30,60,5,2,4
2019-04-18,38.92,91.55,39.07,15.05,1.01,50.12,104.0,30,60,5,3,4
2019-04-19,71.62,155.39,47.56,21.22,1.24,45.45,151.0,30,60,5,4,4
2019-04-20,90.55,193.76,55.28,26.03,1.42,55.67,199.0,30,60,5,5,4
2019-04-21,95.24,219.06,58.95,22.16,1.66,50.13,225.0,30,60,5,6,4
2019-04-22,110.16,255.31,61.72,29.31,1.87,56.24,246.0,30,60,5,0,4
2019-04-23,104.17,277.28,63.45,25.76,1.92,53.24,257.0,30,60,5,1,4
2019-04-24,85.7,262.58,51.58,19.17,1.41,61.45,232.0,30,60,5,2,4
2019-04-25,86.41,274.39,39.89,17.67,1.31,65.26,251.0,30,60,5,3,4
2019-04-26,82.37,244.21,50.69,26.12,1.34,47.45,223.0,30,60,5,4,4
2019-04-27,73.06,301.82,39.8,21.85,1.05,52.16,248.0,30,60,5,5,4
2019-04-28,76.44,285.73,40.9,20.02,1.06,54.0,269.0,30,60,5,6,4
2019-04-29,84.04,274.83,52.04,23.71,1.33,50.32,256.0,30,60,5,0,4
2019-04-30,95.72,284.13,59.32,26.58,1.62,57.54,257.0,30,60,5,1,4
2019-05-01,111.57,323.97,63.15,27.67,1.61,65.95,285.0,30,60,5,2,5
2019-05-02,77.72,282.83,43.19,18.26,1.19,65.33,275.0,30,60,5,3,5
2019-05-03,52.16,149.1,49.82,17.91,1.09,64.36,202.0,30,60,5,4,5
2019-05-04,77.96,196.87,59.78,18.19,1.26,46.34,182.0,30,60,5,5,5
2019-05-05,101.25,249.97,55.16,21.93,1.51,52.97,231.0,30,60,5,6,5
2019-05-06,118.9,295.84,70.81,23.72,1.93,55.91,267.0,30,60,5,0,5
2019-05-07,128.78,378.89,69.77,22.77,1.98,40.32,310.0,30,60,5,1,5
2019-05-08,143.34,415.23,60.85,25.84,2.0,47.34,389.0,30,60,5,2,5
2019-05-09,137.2,414.7,51.13,23.46,1.52,50.71,390.0,30,60,5,3,5
2019-05-10,95.07,320.44,38.05,17.6,1.03,52.66,333.0,30,60,5,4,5
2019-05-11,101.83,289.05,42.02,21.6,1.15,62.02,266.0,30,60,5,5,5
2019-05-12,178.22,503.28,40.68,19.36,1.22,57.85,352.0,30,60,5,6,5
2019-05-13,170.81,351.28,50.88,33.5,1.51,67.84,376.0,30,60,5,0,5
2019-05-14,58.22,124.28,37.53,13.4,1.02,54.85,217.0,30,60,5,1,5
2019-05-15,84.81,191.04,57.75,20.93,1.52,41.85,194.0,30,60,5,2,5
2019-05-16,75.45,218.38,50.99,15.36,1.38,46.97,192.0,30,60,5,3,5
2019-05-17,92.53,316.4,45.67,13.26,1.31,46.42,257.0,30,60,5,4,5
2019-05-18,44.28,106.51,33.79,10.93,1.04,45.46,176.0,30,60,5,5,5
2019-05-19,81.99,162.83,45.8,17.36,1.21,59.34,168.0,30,60,5,6,5
2019-05-20,93.97,218.72,56.55,19.81,1.35,53.31,216.0,30,60,5,0,5
2019-05-21,77.78,194.58,47.58,20.15,1.21,55.06,206.0,30,60,5,1,5
2019-05-22,64.24,201.27,51.8,16.92,1.5,38.34,167.0,30,60,5,2,5
2019-05-23,92.4,230.0,52.71,21.68,1.49,55.29,228.0,30,60,5,3,5
2019-05-24,43.86,117.66,40.33,11.99,1.21,31.11,151.0,30,60,5,4,5
2019-05-25,43.66,118.65,34.52,13.09,0.99,51.47,125.0,30,60,5,5,5
2019-05-26,55.13,136.58,41.51,17.94,1.06,59.94,135.0,30,60,5,6,5
2019-05-27,64.66,172.68,53.92,18.9,1.28,53.59,163.0,30,60,5,0,5
2019-05-28,65.82,183.77,61.45,20.59,1.3,54.43,175.0,30,60,5,1,5
2019-05-29,74.8,202.75,65.84,23.61,1.45,57.99,191.0,30,60,5,2,5
2019-05-30,85.21,246.05,71.8,21.99,1.75,49.58,226.0,30,60,5,3,5
2019-05-31,88.57,337.77,56.83,19.82,1.47,58.49,266.0,30,60,5,4,5
2019-06-01,95.4,298.35,57.24,21.54,1.56,64.56,300.0,30,60,5,5,6
2019-06-02,73.36,219.79,32.22,14.15,1.07,60.84,222.0,30,60,5,6,6
2019-06-03,66.94,300.7,30.33,12.64,1.03,60.03,232.0,30,60,5,0,6
2019-06-04,54.95,171.58,36.0,13.67,1.14,65.82,212.0,30,60,5,1,6
2019-06-05,73.35,208.72,42.68,15.82,1.29,59.78,190.0,30,60,5,2,6
2019-06-06,70.61,236.45,44.85,16.15,1.13,61.04,209.0,30,60,5,3,6
2019-06-07,54.81,152.39,35.32,14.44,1.11,74.12,192.0,30,60,5,4,6
2019-06-08,69.75,187.62,51.0,13.47,1.47,63.64,184.0,30,60,5,5,6
2019-06-09,101.05,265.12,62.84,21.74,1.86,69.14,237.0,30,60,5,6,6
2019-06-10,74.48,233.49,61.53,15.19,1.63,55.95,230.0,30,60,5,0,6
2019-06-11,118.38,487.77,49.86,13.52,1.41,39.96,315.0,30,60,5,1,6
2019-06-12,59.86,240.88,30.46,11.57,0.92,62.12,280.0,30,60,5,2,6
2019-06-13,52.66,189.69,34.53,11.79,1.03,52.93,189.0,30,60,5,3,6
2019-06-14,53.79,188.21,37.07,12.89,1.07,59.31,167.0,30,60,5,4,6
2019-06-15,81.86,274.68,47.15,17.56,1.18,57.41,217.0,30,60,5,5,6
2019-06-16,42.06,160.96,20.56,9.54,0.8,46.81,205.0,30,60,5,6,6
2019-06-17,40.18,137.08,27.51,11.07,0.89,40.56,126.0,30,60,5,0,6
2019-06-18,30.39,84.53,32.32,8.0,1.03,48.99,119.0,30,60,5,1,6
2019-06-19,79.96,223.08,37.14,12.69,1.12,61.02,173.0,30,60,5,2,6
2019-06-20,42.76,130.88,31.19,9.7,0.92,68.57,175.0,30,60,5,3,6
2019-06-21,71.15,188.16,44.78,12.23,1.22,59.68,178.0,30,60,5,4,6
2019-06-22,68.27,177.16,44.12,14.97,1.11,69.18,185.0,30,60,5,5,6
2019-06-23,42.06,126.12,23.02,10.11,0.95,57.33,153.0,30,60,5,6,6
2019-06-24,26.29,85.68,25.93,10.74,0.92,37.78,118.0,30,60,5,0,6
2019-06-25,53.65,119.98,32.24,11.91,1.07,54.02,131.0,30,60,5,1,6
2019-06-26,67.36,155.9,37.39,12.87,1.16,46.26,161.0,30,60,5,2,6
2019-06-27,65.3,230.98,39.94,13.46,1.16,46.84,169.0,30,60,5,3,6
2019-06-28,61.21,239.15,38.37,14.43,1.02,38.39,207.0,30,60,5,4,6
2019-06-29,58.08,271.27,34.56,11.99,0.93,37.99,223.0,30,60,5,5,6
2019-06-30,65.24,270.03,33.03,12.82,1.04,44.4,234.0,30,60,5,6,6
2019-07-01,57.27,189.32,31.09,12.22,0.94,58.0,195.0,30,60,5,0,7
2019-07-02,71.68,233.25,28.13,12.02,0.99,64.82,202.0,30,60,5,1,7
2019-07-03,39.99,113.92,26.57,9.75,0.99,42.31,162.0,30,60,5,2,7
2019-07-04,36.82,87.8,29.23,9.75,1.11,28.2,111.0,30,60,5,3,7
2019-07-05,48.6,99.98,34.77,11.05,1.2,22.68,113.0,30,60,5,4,7
2019-07-06,34.25,87.5,29.91,10.18,1.0,33.71,99.0,30,60,5,5,7
2019-07-07,38.81,91.79,28.87,10.67,1.08,38.66,101.0,30,60,5,6,7
2019-07-08,49.12,148.79,32.85,10.64,1.15,35.11,129.0,30,60,5,0,7
2019-07-09,42.56,128.6,30.38,9.52,1.11,25.75,131.0,30,60,5,1,7
2019-07-10,69.21,278.71,31.36,10.41,1.04,28.65,150.0,30,60,5,2,7
2019-07-11,76.99,352.26,29.87,9.64,0.97,29.84,300.0,30,60,5,3,7
2019-07-12,76.35,363.7,26.97,8.96,1.05,28.38,294.0,30,60,5,4,7
2019-07-13,63.18,294.27,23.13,9.11,0.97,30.81,312.0,30,60,5,5,7
2019-07-14,63.16,280.99,25.1,9.85,0.95,32.77,243.0,30,60,5,6,7
2019-07-15,42.04,137.67,27.17,10.39,1.09,27.23,180.0,30,60,5,0,7
2019-07-16,31.51,79.22,27.54,9.64,1.05,30.05,117.0,30,60,5,1,7
2019-07-17,32.06,67.73,28.44,8.91,1.03,31.48,92.0,30,60,5,2,7
2019-07-18,32.92,78.08,37.14,8.86,1.24,30.75,98.0,30,60,5,3,7
2019-07-19,63.02,158.3,40.79,9.95,1.41,49.9,142.0,30,60,5,4,7
2019-07-20,46.43,117.84,37.1,8.6,1.15,29.1,137.0,30,60,5,5,7
2019-07-21,50.57,105.55,33.89,8.83,1.39,32.04,123.0,30,60,5,6,7
2019-07-22,60.38,119.66,33.03,8.95,1.55,34.79,124.0,30,60,5,0,7
2019-07-23,73.08,153.96,39.89,9.05,1.61,40.16,156.0,30,60,5,1,7
2019-07-24,63.26,156.93,40.29,8.83,1.41,33.1,165.0,30,60,5,2,7
2019-07-25,22.79,63.51,33.52,8.76,0.94,22.78,98.0,30,60,5,3,7
2019-07-26,30.63,61.26,31.61,8.92,0.99,27.72,94.0,30,60,5,4,7
2019-07-27,26.16,45.04,25.34,8.67,1.0,29.54,85.0,30,60,5,5,7
2019-07-28,21.13,46.35,21.89,8.43,0.89,30.62,83.0,30,60,5,6,7
2019-07-29,24.45,64.17,25.11,8.97,0.92,29.78,82.0,30,60,5,0,7
2019-07-30,30.1,82.81,26.92,9.36,0.97,27.42,90.0,30,60,5,1,7
2019-07-31,30.22,76.67,26.45,8.78,0.93,31.25,90.0,30,60,5,2,7
2019-08-01,34.26,85.89,28.4,8.79,0.94,32.51,98.0,30,60,5,3,8
2019-08-02,35.06,83.66,30.96,8.45,1.03,29.29,95.0,30,60,5,4,8
2019-08-03,38.54,80.35,31.0,9.43,1.07,27.74,104.0,30,60,5,5,8
2019-08-04,46.69,88.15,30.9,9.96,1.13,27.25,101.0,30,60,5,6,8
2019-08-05,52.2,104.96,34.64,9.37,1.24,28.66,108.0,30,60,5,0,8
2019-08-06,30.04,57.31,34.68,8.26,1.14,22.91,99.0,30,60,5,1,8
2019-08-07,32.63,72.98,31.82,9.81,1.22,29.87,104.0,30,60,5,2,8
2019-08-08,27.69,80.22,28.9,10.61,1.01,30.92,99.0,30,60,5,3,8
2019-08-09,14.59,61.47,22.08,9.3,0.86,26.17,89.0,30,60,5,4,8
2019-08-10,16.73,47.75,22.06,8.47,0.87,25.43,75.0,30,60,5,5,8
2019-08-11,25.53,67.15,25.93,8.65,0.96,26.21,83.0,30,60,5,6,8
2019-08-12,20.53,51.91,26.18,8.14,1.02,21.46,80.0,30,60,5,0,8
2019-08-13,21.68,56.18,27.12,8.37,1.1,20.73,85.0,30,60,5,1,8
2019-08-14,33.21,58.36,31.9,8.5,1.19,31.43,93.0,30,60,5,2,8
2019-08-15,28.78,56.28,25.03,8.51,1.04,23.58,93.0,30,60,5,3,8
2019-08-16,15.52,37.1,21.51,8.61,0.87,23.59,73.0,30,60,5,4,8
2019-08-17,10.24,19.51,19.1,7.67,0.81,16.51,67.0,30,60,5,5,8
2019-08-18,15.51,30.45,20.93,8.57,0.98,18.03,66.0,30,60,5,6,8
2019-08-19,38.55,86.13,28.59,8.6,1.31,28.06,99.0,30,60,5,0,8
2019-08-20,41.74,95.71,26.86,8.12,1.23,28.41,103.0,30,60,5,1,8
2019-08-21,46.69,129.46,32.68,7.81,1.14,31.18,107.0,30,60,5,2,8
2019-08-22,44.16,130.49,42.21,8.41,1.21,25.95,125.0,30,60,5,3,8
2019-08-23,50.49,142.76,40.32,8.36,1.3,28.57,130.0,30,60,5,4,8
2019-08-24,60.71,149.82,41.76,8.78,1.47,28.17,149.0,30,60,5,5,8
2019-08-25,33.49,67.82,31.71,8.23,0.93,24.22,107.0,30,60,5,6,8
2019-08-26,25.06,68.59,31.6,8.55,0.99,24.07,77.0,30,60,5,0,8
2019-08-27,40.68,107.99,34.48,10.01,1.17,36.98,114.0,30,60,5,1,8
2019-08-28,42.04,103.01,34.62,9.64,1.07,34.34,119.0,30,60,5,2,8
2019-08-29,33.92,90.29,30.6,8.24,0.93,30.97,103.0,30,60,5,3,8
2019-08-30,43.5,105.68,32.44,9.33,1.02,39.25,110.0,30,60,5,4,8
2019-08-31,57.16,123.23,40.79,9.14,1.41,33.71,123.0,30,60,5,5,8
2019-09-01,35.13,81.44,32.08,8.41,1.11,31.24,123.0,30,60,5,6,9
2019-09-02,46.15,101.79,31.91,8.81,1.07,39.18,105.0,30,60,5,0,9
2019-09-03,70.64,143.56,36.51,8.95,1.21,32.5,131.0,30,60,5,1,9
2019-09-04,73.33,150.39,36.99,9.03,1.22,36.13,165.0,30,60,5,2,9
2019-09-05,33.9,90.44,29.09,9.25,0.97,28.87,118.0,30,60,5,3,9
2019-09-06,35.81,89.47,30.05,10.9,0.99,27.22,96.0,30,60,5,4,9
2019-09-07,34.98,83.26,30.9,8.17,1.0,24.58,95.0,30,60,5,5,9
2019-09-08,32.83,77.01,26.84,8.72,0.9,32.4,99.0,30,60,5,6,9
2019-09-09,56.31,126.43,30.47,8.45,1.0,30.84,107.0,30,60,5,0,9
2019-09-10,64.48,144.47,34.12,9.49,1.07,40.53,139.0,30,60,5,1,9
2019-09-11,79.6,174.33,39.69,9.54,1.15,48.95,166.0,30,60,5,2,9
2019-09-12,57.83,132.61,34.01,8.91,0.99,32.08,158.0,30,60,5,3,9
2019-09-13,33.59,83.22,29.75,8.16,0.88,27.33,103.0,30,60,5,4,9
2019-09-14,26.65,69.36,26.05,8.48,0.77,28.64,85.0,30,60,5,5,9
2019-09-15,35.52,72.61,27.77,8.55,0.91,28.58,83.0,30,60,5,6,9
2019-09-16,56.6,129.47,36.18,8.35,1.13,35.4,111.0,30,60,5,0,9
2019-09-17,59.14,135.84,38.18,8.64,1.12,41.22,143.0,30,60,5,1,9
2019-09-18,35.41,97.32,31.3,9.46,0.86,37.19,117.0,30,60,5,2,9
2019-09-19,21.74,62.19,24.15,9.29,0.78,27.34,80.0,30,60,5,3,9
2019-09-20,40.33,106.47,31.73,10.81,0.95,29.76,96.0,30,60,5,4,9
2019-09-21,39.23,96.29,31.43,9.63,0.99,28.51,112.0,30,60,5,5,9
2019-09-22,26.51,65.65,30.66,9.32,0.91,21.15,86.0,30,60,5,6,9
2019-09-23,34.46,83.33,30.02,9.9,0.93,30.49,89.0,30,60,5,0,9
2019-09-24,35.88,96.22,34.98,9.19,0.98,28.92,103.0,30,60,5,1,9
2019-09-25,30.52,86.31,29.99,8.94,0.9,28.53,100.0,30,60,5,2,9
2019-09-26,22.9,69.49,27.25,10.43,0.83,24.16,87.0,30,60,5,3,9
2019-09-27,15.66,56.71,24.52,10.3,0.78,23.54,78.0,30,60,5,4,9
2019-09-28,22.52,66.98,26.18,10.01,0.77,22.22,78.0,30,60,5,5,9
2019-09-29,16.91,51.03,22.84,8.85,0.74,22.84,68.0,30,60,5,6,9
2019-09-30,29.42,81.97,27.89,8.22,0.92,26.67,75.0,30,60,5,0,9
2019-10-01,33.92,92.41,28.0,8.5,0.96,26.15,98.0,30,60,5,1,10
2019-10-02,40.16,96.13,29.72,8.95,1.05,34.94,105.0,30,60,5,2,10
2019-10-03,57.99,143.97,36.77,10.42,1.25,44.29,140.0,30,60,5,3,10
2019-10-04,43.07,94.9,34.07,8.34,0.99,32.54,113.0,30,60,5,4,10
2019-10-05,39.48,108.22,33.82,8.08,1.03,32.66,108.0,30,60,5,5,10
2019-10-06,58.75,140.15,36.98,8.62,0.99,40.18,127.0,30,60,5,6,10
2019-10-07,55.88,137.81,33.46,8.25,0.91,36.23,133.0,30,60,5,0,10
2019-10-08,44.85,116.56,33.4,8.91,0.85,38.81,123.0,30,60,5,1,10
2019-10-09,77.02,182.89,45.5,11.9,1.37,51.37,165.0,30,60,5,2,10
2019-10-10,100.82,215.18,50.32,13.83,1.34,53.51,208.0,30,60,5,3,10
2019-10-11,98.07,203.36,48.05,11.02,1.37,47.07,243.0,30,60,5,4,10
2019-10-12,103.45,209.42,48.54,11.26,1.44,44.45,235.0,30,60,5,5,10
2019-10-13,132.57,255.42,51.27,12.75,1.65,44.55,282.0,30,60,5,6,10
2019-10-14,116.33,239.47,50.83,11.46,1.73,43.59,285.0,30,60,5,0,10
2019-10-15,133.35,285.26,58.61,13.31,2.18,53.79,291.0,30,60,5,1,10
2019-10-16,146.37,279.78,53.03,13.22,1.77,55.69,320.0,30,60,5,2,10
2019-10-17,121.68,245.2,46.51,14.95,1.44,49.68,300.0,30,60,5,3,10
2019-10-18,90.41,203.39,39.62,11.36,1.14,42.7,265.0,30,60,5,4,10
2019-10-19,76.77,174.84,51.37,11.33,1.18,43.23,170.0,30,60,5,5,10
2019-10-20,98.05,203.14,48.83,10.64,1.26,33.47,242.0,30,60,5,6,10
2019-10-21,115.16,235.0,51.05,11.11,1.3,36.8,254.0,30,60,5,0,10
2019-10-22,93.51,213.26,50.05,11.7,1.37,39.48,243.0,30,60,5,1,10
2019-10-23,122.12,268.58,57.92,14.08,1.79,44.15,248.0,30,60,5,2,10
2019-10-24,173.56,346.51,67.36,18.87,2.46,57.94,335.0,30,60,5,3,10
2019-10-25,129.9,270.87,52.55,15.17,1.72,52.25,331.0,30,60,5,4,10
2019-10-26,148.73,290.6,56.43,12.76,1.92,50.59,315.0,30,60,5,5,10
2019-10-27,198.81,321.68,48.37,13.21,1.77,47.27,354.0,30,60,5,6,10
2019-10-28,301.39,420.35,48.45,18.03,1.77,42.79,417.0,30,60,5,0,10
2019-10-29,287.56,440.77,60.03,12.71,2.43,33.2,419.0,30,60,5,1,10
2019-10-30,279.32,454.35,63.87,13.81,2.67,34.86,452.0,30,60,5,2,10
2019-10-31,314.32,500.04,71.37,15.86,2.92,38.29,460.0,30,60,5,3,10
2019-11-01,388.45,584.15,73.61,16.32,2.59,49.77,591.0,30,60,5,4,11
2019-11-02,320.26,467.74,54.1,12.88,1.93,35.0,473.0,30,60,5,5,11
